    1.0000000000     0.2472649076     0.6309555554    -0.8224282593     3.4772411014     3.5294911764    29.0362429636
    1.0000000000     0.3351995853     0.6389003444    -0.7916956337     3.3522789433     3.3418795028    28.4441931829
    1.0000000000    -0.1021952860     0.2547657753    -0.6570762985     3.0335351607     3.5041014594    28.6983460162
    1.0000000000     0.5534791298     0.5119531775    -0.7287363464     2.9020761939     2.6847103667    26.4190860220
    1.0000000000     0.9491855203     0.3808788846    -0.7486523465     2.1850772643     3.5659875503    28.9099553180
    1.0000000000     0.9469642378     0.3894414185    -0.7590280673     2.1935586450     3.5579687371    28.8974283974
    1.0000000000     0.9493407262     0.3750438492    -0.7303525214     2.1888771009     3.5431208604    28.8518322521
    1.0000000000     0.9468344404     0.3858533592    -0.7423690654     2.1986311362     3.5340092930    28.8353592704
    1.0000000000     0.9643655627     0.3429876091    -0.4536162644     2.1199025445     3.5733984258    28.8825773441
    1.0000000000     0.9798890537     0.0816432314    -0.7025203848     2.0708729700     3.5614064765    28.6774190267
    1.0000000000     0.9615923395     0.3569430096    -0.4105163941     2.1304194751     3.5488714849    28.8326342601
    1.0000000000     0.9635610202     0.3424922112    -0.4015767932     2.1271743254     3.5499629546    28.8209029248
    1.0000000000     0.9799363671     0.0843842864    -0.6827336089     2.0742027695     3.5343344802    28.6047854185
    1.0000000000     0.9647875718     0.3562639155    -0.4035078898     2.1289273869     3.5421210842    28.7793407394
    1.0000000000     0.9550410350     0.5747309110    -0.9511684535     2.1687426190     3.4469144065    28.1874227720
    1.0000000000     0.8981961516     0.5752513570    -0.8336902155     2.3612929059     3.9111283579    29.1826758105
    1.0000000000     0.8934103784     0.5795814525    -0.8680143768     2.3828451595     3.8780075937    29.1706887471
    1.0000000000     0.9629349033     0.4720825945    -0.2934993856     2.1342361234     3.4002838317    28.3994833710
    1.0000000000     0.9611046133     0.4832538533    -0.3002720362     2.1418712282     3.3934685116    28.3933711394
    1.0000000000     0.9603338894     0.4705651043    -0.3215868512     2.1439484111     3.3738994722    28.3374602849
    1.0000000000     0.9579004290     0.4821162766    -0.3331651950     2.1542649001     3.3653150245    28.3309986873
    1.0000000000     0.9294852185     0.4947226576    -0.4649920020     2.2471217481     3.9600584750    29.0500442912
    1.0000000000     0.9841127917     0.0831889775    -0.2730336863     2.0333631555     3.4428779731    28.3728322285
    1.0000000000     0.9772782889     0.4463820713    -0.0048446172     2.0746761402     3.4149750214    28.3246358611
    1.0000000000     0.9465550312     0.0838410904    -0.6388369399     2.1583781687     3.8535710747    28.9311849606
    1.0000000000     0.9757488449     0.4583695595    -0.0074081586     2.0804655738     3.3898086443    28.2561423617
    1.0000000000     0.9811215517     0.0898448155    -0.3014011932     2.0444176866     3.4242362982    28.3260979152
    1.0000000000     0.9296044653     0.5128662307    -0.4510579018     2.2508067851     3.9645780995    28.9825431035
    1.0000000000     0.9748245124     0.4722191336    -0.0035064037     2.0845008447     3.3590617260    28.1698262690
    1.0000000000     0.1794906065     0.4652659237    -0.6591856951     3.6130466731     3.4909074517    28.9007935072
    1.0000000000    -0.0679750218     0.4163766809    -0.6762082267     3.0917303442     3.4471793720    28.6764028508
    1.0000000000     0.2428272215     0.5358612840    -0.7579227550     3.6148685710     3.4829354359    29.0218747876
    1.0000000000    -0.0995729827     0.3839206962    -0.7986325732     2.9698179423     3.4294794344    28.6583143265
    1.0000000000     0.1671933924     0.2637358968    -0.6697697851     3.7274411218     3.3489826591    28.3695732027
