    1.0000000000     0.1577669280     0.1750327732    -1.5936285685     3.9937231869     3.2992366384    28.2736642690
    1.0000000000     0.1605328607     0.1740336960    -1.6239613833     3.9942362117     3.2863527051    28.2748945545
    1.0000000000    -0.1184223550     0.4275843350    -1.2325082676     2.8848695911     3.2961768765    28.2975738609
    1.0000000000    -0.1159716913     0.4650386967    -1.2008042033     2.9145998340     3.3046241988    28.3077852131
    1.0000000000    -0.0041572232     0.5445675231    -0.9656568524     3.3480702391     3.2855907437    28.2530796166
    1.0000000000    -0.1106942884     0.4561277754    -1.2434523997     2.9396201028     3.2663881516    28.2237938727
    1.0000000000    -0.1221338074     0.4716563472    -1.2089991465     2.8768139783     3.2598970619    28.2358977615
    1.0000000000     0.0394505437     0.5699784469    -0.5071266580     3.5234378294     3.3724645360    28.4419697876
    1.0000000000     0.1078095347     0.6082541369    -0.6258249545     3.8563385467     3.3628223176    28.3930207516
    1.0000000000     0.0150441412     0.5561441903    -0.5121345464     3.4332177396     3.3661530636    28.4182593616
    1.0000000000     0.0882014409     0.6370164098    -0.6624779179     3.7770985616     3.3553876713    28.3883492104
    1.0000000000    -0.0946735318     0.4829155594    -0.4683077387     2.9958878565     3.3512104776    28.3413777398
    1.0000000000     0.0498610905     0.5013520302    -0.4895331177     3.5741102269     3.3545016211    28.3484248642
    1.0000000000    -0.0773243965     0.4501475876    -0.5082130236     3.0727697905     3.3499999963    28.3140206807
    1.0000000000     0.0819460758     0.6338406809    -0.4712406002     3.7150962092     3.3558086878    28.3981897958
    1.0000000000    -0.0172735794     0.5030162728    -0.5173064360     3.3387768751     3.3592735085    28.3498299355
    1.0000000000    -0.1020996668     0.3099757183    -0.6284073808     3.0701328890     3.3748447008    28.2295009610
    1.0000000000    -0.0807585421     0.3154309618    -0.6132518151     3.1559681773     3.3658861118    28.2021280329
    1.0000000000     0.0660338327     0.6441944338    -0.5720513282     3.6896031948     3.3256291879    28.3162883618
    1.0000000000    -0.0229776966     0.4796529795    -0.5431658190     3.4234658272     3.3458858006    28.1371687991
    1.0000000000    -0.0582554001     0.5784659273    -0.6503449626     3.2980637221     3.3329020931    28.1043022836
    1.0000000000    -0.0187984793     0.3680420964    -0.5175906956     3.3709662844     3.3659730113    28.2472916397
    1.0000000000     0.0204775686     0.5668496377    -0.6143502421     3.4708052130     3.3430945166    28.3694033171
    1.0000000000     0.0390900893     0.5822461478    -0.5677351559     3.5918007532     3.3451980077    28.2949789093
    1.0000000000     0.1094395527     0.5236011268    -0.5572306955     3.8265165663     3.3500863154    28.3599203991
    1.0000000000    -0.0151786475     0.4351510273    -0.6365425918     3.3485202816     3.3287461889    28.2628616841
    1.0000000000    -0.0197634915     0.3922709009    -0.5864160739     3.3874872721     3.3497682237    28.1989209779
    1.0000000000    -0.1551115240     0.3579721586    -0.6537672618     2.8190789935     3.3338537965    28.2057675392
    1.0000000000     0.0578211828     0.4679204457    -0.5325813008     3.6462502152     3.3475885268    28.3031008909
    1.0000000000    -0.0019010681     0.6545888820    -0.6177956689     3.4025066059     3.3009789570    28.2785157072
    1.0000000000     0.9502996131     0.4573612419    -0.7228681007     2.1645953586     3.3573088222    28.1746499588
    1.0000000000     0.9484583383     0.4658266364    -0.7314726936     2.1716946657     3.3526075821    28.1694894931
    1.0000000000     0.9502789781     0.4423889820    -0.7099074613     2.1665487687     3.3321082534    28.1079962866
    1.0000000000     0.9477451157     0.4622317527    -0.7191415223     2.1775445357     3.3260201040    28.1007006660
    1.0000000000     0.9713785093     0.1005202473    -0.6738540254     2.0686973804     3.3740107352    28.1163199096
    1.0000000000     0.9628375343     0.4354849757    -0.4466616416     2.1051714612     3.3327489648    28.0601926267
    1.0000000000     0.9619369293     0.4449078508    -0.3976835480     2.1115403626     3.3008971345    27.9740777364
    1.0000000000     0.9628392894     0.4376193774    -0.3826376672     2.1107340061     3.3070392228    27.9967720486
    1.0000000000     0.9711823963     0.0914387331    -0.6570397776     2.0707603149     3.3488449318    28.0510966345
    1.0000000000     0.9640722741     0.4553504329    -0.3934133316     2.1123680524     3.2797797443    27.8893166407
    1.0000000000     0.2014265310     0.2200844806    -1.5979131597     3.9228488210     3.3225147953    28.3760735927
    1.0000000000     0.2090741632     0.2261852473    -1.6217356605     3.9126969357     3.2946992319    28.3327737500
    1.0000000000    -0.0956559871     0.4881215190    -1.2253526041     2.9260260099     3.3951415693    28.6681003555
    1.0000000000    -0.1012323321     0.4717853016    -1.2557850217     2.8681471105     3.3793110839    28.6590202350
    1.0000000000     0.0336682000     0.5450306542    -0.9810875458     3.4480498269     3.3937149233    28.7022568262
    1.0000000000    -0.0820071065     0.4342881273    -1.2732413792     2.9717356803     3.3592509278    28.6106459522
    1.0000000000    -0.0788102378     0.4750115770    -1.2219953854     2.9524472890     3.3407557281    28.5910104540
    1.0000000000     0.1065635187     0.6711370740    -0.5974294028     3.6448822736     3.4572023577    28.8090413814
    1.0000000000     0.1281446699     0.8319796851    -0.8167457049     3.7041354301     3.3689384565    28.7065104165
    1.0000000000     0.0910393586     0.7290737490    -0.7222847753     3.5990013307     3.4123473350    28.7724677583
    1.0000000000     0.1177778599     0.7782269058    -0.7551581087     3.6702837176     3.3989582160    28.7857488689
    1.0000000000    -0.0041040177     0.4900967520    -0.7297659135     3.2460406223     3.4415613334    28.9484568687
    1.0000000000     0.1812571291     0.7860346226    -0.8191887189     3.3384419964     3.3957257720    28.8539984993
    1.0000000000    -0.0260447520     0.4713416512    -0.6377235032     3.1710284681     3.4388213661    28.7653041705
    1.0000000000     0.1746353757     0.8593727962    -0.6801945059     3.5803516229     3.4509005318    28.8530059747
    1.0000000000     0.0162880926     0.5663134463    -0.6009386014     3.4096910513     3.4381997955    28.6969787682
