    1.0000000000     0.1577669280     0.1750327732    -1.5936285685     3.9937231869     3.2992366384    28.2736642690     1.7514407767     1.7551692045     1.4697762156     2.9104415450
    1.0000000000     0.1605328607     0.1740336960    -1.6239613833     3.9942362117     3.2863527051    28.2748945545     1.7540937495     1.7583939654     1.4785478091     2.9104697528
    1.0000000000    -0.1184223550     0.4275843350    -1.2325082676     2.8848695911     3.2961768765    28.2975738609     1.7083530094     1.2583969274     2.1484066632     2.7333766865
    1.0000000000    -0.1159716913     0.4650386967    -1.2008042033     2.9145998340     3.3046241988    28.3077852131     1.7022919952     1.1788775436     2.1670633415     2.7916624166
    1.0000000000    -0.0041572232     0.5445675231    -0.9656568524     3.3480702391     3.2855907437    28.2530796166     1.6812387150     1.0119892996     2.4766638102     2.6451186978
    1.0000000000    -0.1106942884     0.4561277754    -1.2434523997     2.9396201028     3.2663881516    28.2237938727     1.7006083951     1.1901729404     2.1255187126     2.8318862417
    1.0000000000    -0.1221338074     0.4716563472    -1.2089991465     2.8768139783     3.2598970619    28.2358977615     1.6999863174     1.1610447829     2.1827390927     2.8141119554
    1.0000000000     0.0394505437     0.5699784469    -0.5071266580     3.5234378294     3.3724645360    28.4419697876     1.6801054939     0.9671363488     2.4788713478     2.6618249510
    1.0000000000     0.1078095347     0.6082541369    -0.6258249545     3.8563385467     3.3628223176    28.3930207516     1.6673533632     0.9797455654     2.3349451259     2.8006982805
    1.0000000000     0.0150441412     0.5561441903    -0.5121345464     3.4332177396     3.3661530636    28.4182593616     1.6826364702     0.9753674375     2.4547242079     2.6766392065
    1.0000000000     0.0882014409     0.6370164098    -0.6624779179     3.7770985616     3.3553876713    28.3883492104     1.6622901645     0.9288994840     2.4213807712     2.7717027354
    1.0000000000    -0.0946735318     0.4829155594    -0.4683077387     2.9958878565     3.3512104776    28.3413777398     1.6890496684     1.1294370397     2.2191041090     2.7468330665
    1.0000000000     0.0498610905     0.5013520302    -0.4895331177     3.5741102269     3.3545016211    28.3484248642     1.6856885726     1.0864559449     2.3910739426     2.6196607002
    1.0000000000    -0.0773243965     0.4501475876    -0.5082130236     3.0727697905     3.3499999963    28.3140206807     1.6925736666     1.1900180403     2.2065006772     2.6934634927
    1.0000000000     0.0819460758     0.6338406809    -0.4712406002     3.7150962092     3.3558086878    28.3981897958     1.6695068364     0.8210999855     2.5991663110     2.6958473761
    1.0000000000    -0.0172735794     0.5030162728    -0.5173064360     3.3387768751     3.3592735085    28.3498299355     1.6826989209     1.1025255506     2.3213745162     2.6750062291
    1.0000000000    -0.1020996668     0.3099757183    -0.6284073808     3.0701328890     3.3748447008    28.2295009610     1.7047689868     1.4807120999     2.0638797221     2.5137833406
    1.0000000000    -0.0807585421     0.3154309618    -0.6132518151     3.1559681773     3.3658861118    28.2021280329     1.7019855469     1.4564042190     2.0799774943     2.5234069434
    1.0000000000     0.0660338327     0.6441944338    -0.5720513282     3.6896031948     3.3256291879    28.3162883618     1.6616641130     0.8676456832     2.6379711303     2.6139654887
    1.0000000000    -0.0229776966     0.4796529795    -0.5431658190     3.4234658272     3.3458858006    28.1371687991     1.6655965435     1.1687237222     2.6279447839     2.2665845645
    1.0000000000    -0.0582554001     0.5784659273    -0.6503449626     3.2980637221     3.3329020931    28.1043022836     1.6476540074     1.0045013298     2.8937064462     2.1818031680
    1.0000000000    -0.0187984793     0.3680420964    -0.5175906956     3.3709662844     3.3659730113    28.2472916397     1.6950136671     1.3630168454     2.1126592575     2.5932176146
    1.0000000000     0.0204775686     0.5668496377    -0.6143502421     3.4708052130     3.3430945166    28.3694033171     1.6688022536     1.0386485415     2.4479321481     2.6336723689
    1.0000000000     0.0390900893     0.5822461478    -0.5677351559     3.5918007532     3.3451980077    28.2949789093     1.6565203331     1.0610498817     2.5906433081     2.4555117243
    1.0000000000     0.1094395527     0.5236011268    -0.5572306955     3.8265165663     3.3500863154    28.3599203991     1.6642255183     1.2083717329     2.3569801702     2.5487002143
    1.0000000000    -0.0151786475     0.4351510273    -0.6365425918     3.3485202816     3.3287461889    28.2628616841     1.6885934123     1.2801220899     2.1763042871     2.6428000970
    1.0000000000    -0.0197634915     0.3922709009    -0.5864160739     3.3874872721     3.3497682237    28.1989209779     1.6854281715     1.3048044966     2.3596400768     2.4069437119
    1.0000000000    -0.1551115240     0.3579721586    -0.6537672618     2.8190789935     3.3338537965    28.2057675392     1.6957208905     1.4036676003     2.1222771907     2.5574500343
    1.0000000000     0.0578211828     0.4679204457    -0.5325813008     3.6462502152     3.3475885268    28.3031008909     1.6739950776     1.2401153306     2.3124758234     2.5452470842
    1.0000000000    -0.0019010681     0.6545888820    -0.6177956689     3.4025066059     3.3009789570    28.2785157072     1.6495639115     0.8769687586     2.7449258300     2.5060030109
    1.0000000000     0.9502996131     0.4573612419    -0.7228681007     2.1645953586     3.3573088222    28.1746499588     1.6852486013     1.0400550407     2.0338204549     2.9957992808
    1.0000000000     0.9484583383     0.4658266364    -0.7314726936     2.1716946657     3.3526075821    28.1694894931     1.6833937190     1.0404897978     2.0357716292     2.9976803016
    1.0000000000     0.9502789781     0.4423889820    -0.7099074613     2.1665487687     3.3321082534    28.1079962866     1.6771499692     1.0919508309     2.0386614435     2.9414858272
    1.0000000000     0.9477451157     0.4622317527    -0.7191415223     2.1775445357     3.3260201040    28.1007006660     1.6744663964     1.0622989115     2.0413309848     2.9748766677
    1.0000000000     0.9713785093     0.1005202473    -0.6738540254     2.0686973804     3.3740107352    28.1163199096     1.7011320817     1.9369045602     2.0332658546     2.0599382064
    1.0000000000     0.9628375343     0.4354849757    -0.4466616416     2.1051714612     3.3327489648    28.0601926267     1.6659742274     1.0271886015     3.0155203902     2.0014878212
    1.0000000000     0.9619369293     0.4449078508    -0.3976835480     2.1115403626     3.3008971345    27.9740777364     1.6498357901     1.0299309918     3.0160275886     2.0018791069
    1.0000000000     0.9628392894     0.4376193774    -0.3826376672     2.1107340061     3.3070392228    27.9967720486     1.6569715838     1.0266435609     3.0192724364     2.0015252861
    1.0000000000     0.9711823963     0.0914387331    -0.6570397776     2.0707603149     3.3488449318    28.0510966345     1.6920771598     1.9668028540     2.0366999219     2.0287002279
    1.0000000000     0.9640722741     0.4553504329    -0.3934133316     2.1123680524     3.2797797443    27.8893166407     1.6356347199     1.0300550574     3.0165215263     2.0019556603
    1.0000000000     0.2014265310     0.2200844806    -1.5979131597     3.9228488210     3.3225147953    28.3760735927     1.8023615441     1.7064864928     1.5184646204     2.9194508971
    1.0000000000     0.2090741632     0.2261852473    -1.6217356605     3.9126969357     3.2946992319    28.3327737500     1.8021248914     1.7054667624     1.5322008840     2.9188577895
    1.0000000000    -0.0956559871     0.4881215190    -1.2253526041     2.9260260099     3.3951415693    28.6681003555     1.7343418278     1.2004944680     2.1381835605     2.8237192822
    1.0000000000    -0.1012323321     0.4717853016    -1.2557850217     2.8681471105     3.3793110839    28.6590202350     1.7280455511     1.2717121427     2.1205337282     2.7817357786
    1.0000000000     0.0336682000     0.5450306542    -0.9810875458     3.4480498269     3.3937149233    28.7022568262     1.7320174841     1.0157331535     2.4609381610     2.6855806172
    1.0000000000    -0.0820071065     0.4342881273    -1.2732413792     2.9717356803     3.3592509278    28.6106459522     1.7580092305     1.2052499647     2.1359672171     2.8296097551
    1.0000000000    -0.0788102378     0.4750115770    -1.2219953854     2.9524472890     3.3407557281    28.5910104540     1.7500904651     1.1547922042     2.2189093870     2.8099872739
    1.0000000000     0.1065635187     0.6711370740    -0.5974294028     3.6448822736     3.4572023577    28.8090413814     1.6370357601     1.0335294390     2.3653842555     2.7630814122
    1.0000000000     0.1281446699     0.8319796851    -0.8167457049     3.7041354301     3.3689384565    28.7065104165     1.6040782797     0.8002927091     2.6428852896     2.7641336726
    1.0000000000     0.0910393586     0.7290737490    -0.7222847753     3.5990013307     3.4123473350    28.7724677583     1.6294856108     0.9351251719     2.5001913443     2.7511693366
    1.0000000000     0.1177778599     0.7782269058    -0.7551581087     3.6702837176     3.3989582160    28.7857488689     1.6120233937     0.8798247318     2.5252998129     2.7982245526
    1.0000000000    -0.0041040177     0.4900967520    -0.7297659135     3.2460406223     3.4415613334    28.9484568687     1.6549635703     1.2690591177     2.1327471650     2.7907375219
    1.0000000000     0.1812571291     0.7860346226    -0.8191887189     3.3384419964     3.3957257720    28.8539984993     1.5295090265     0.9374017759     2.6087464933     2.6851117045
