    1.0000000000     0.9615923395     0.6760019293     6.0247946232    28.8326342601
    1.0000000000     0.9635610202     0.6780087353     6.0278590776    28.8209029248
    1.0000000000     0.9799363671     0.2069675154     6.0463415567    28.6047854185
    1.0000000000     0.9647875718     0.7015193293     6.0355200715    28.7793407394
    1.0000000000     0.9550410350     0.6720098179     6.1719964893    28.1874227720
    1.0000000000     0.8981961516     1.2149982610     6.6019918738    29.1826758105
    1.0000000000     0.8934103784     1.1680241970     6.5946714779    29.1706887471
    1.0000000000     0.9629349033     0.9950007400     6.0312028101    28.3994833710
    1.0000000000     0.9611046133     0.9989301155     6.0305219825    28.3933711394
    1.0000000000     0.9603338894     0.9746643353     6.0314880181    28.3374602849
    1.0000000000     0.9579004290     0.9742067414     6.0310796989    28.3309986873
    1.0000000000     0.9294852185     1.5065029255     6.5828867333    29.0500442912
    1.0000000000     0.9841127917     0.6784184224     6.0065896599    28.3728322285
    1.0000000000     0.9772782889     1.2865632642     6.0315147883    28.3246358611
    1.0000000000     0.9465550312     0.8442295219     6.4384677677    28.9311849606
    1.0000000000     0.9757488449     1.3046213092     6.0335463636    28.2561423617
    1.0000000000     0.9811215517     0.6713379639     6.0123145545    28.3260979152
    1.0000000000     0.9296044653     1.5207345034     6.6005098653    28.9825431035
    1.0000000000     0.9748245124     1.3340578993     6.0330695444    28.1698262690
    1.0000000000     0.1794906065     0.4950617380     7.4385651419    28.9007935072
    1.0000000000    -0.0679750218     0.4785118565     6.9111739257    28.6764028508
    1.0000000000     0.2428272215     0.4165934620     7.4032454369    29.0218747876
    1.0000000000    -0.0995729827     0.3207593928     6.7690202988    28.6583143265
    1.0000000000     0.1671933924     0.3495781652     7.5542213092    28.3695732027
