    1.0000000000     0.1577669280    -0.5982791372     7.7708198537    28.2736642690
    1.0000000000     0.1605328607    -0.6353050560     7.7497655543    28.2748945545
    1.0000000000    -0.1184223550    -0.0099732422     6.6510109272    28.2975738609
    1.0000000000    -0.1159716913     0.0575101729     6.6879135040    28.3077852131
    1.0000000000    -0.0041572232     0.3834547884     7.1243036831    28.2530796166
    1.0000000000    -0.1106942884     0.0188684370     6.6965573592    28.2237938727
    1.0000000000    -0.1221338074     0.0602002021     6.6163458283    28.2358977615
    1.0000000000     0.0394505437     0.8308111389     7.3467446305    28.4419697876
    1.0000000000     0.1078095347     0.7603521499     7.6769326934    28.3930207516
    1.0000000000     0.0150441412     0.8197274119     7.2592584659    28.4182593616
    1.0000000000     0.0882014409     0.7479756167     7.5868085611    28.3883492104
    1.0000000000    -0.0946735318     0.8197328639     6.8382390855    28.3413777398
    1.0000000000     0.0498610905     0.8141257312     7.4157507579    28.3484248642
    1.0000000000    -0.0773243965     0.7580189813     6.9257624782    28.3140206807
    1.0000000000     0.0819460758     0.9360707044     7.5301398184    28.3981897958
    1.0000000000    -0.0172735794     0.7854553798     7.1841387183    28.3498299355
    1.0000000000    -0.1020996668     0.5417794524     6.9960323211    28.2295009610
    1.0000000000    -0.0807585421     0.5678244653     7.0801432490    28.2021280329
    1.0000000000     0.0660338327     0.8624738637     7.4959731435    28.3162883618
    1.0000000000    -0.0229776966     0.8090693371     7.3460853414    28.1371687991
    1.0000000000    -0.0582554001     0.7928542512     7.2067315765    28.1043022836
    1.0000000000    -0.0187984793     0.6960515617     7.2766556623    28.2472916397
    1.0000000000     0.0204775686     0.7312895448     7.2771524510    28.3694033171
    1.0000000000     0.0390900893     0.8152690235     7.4324978119    28.2949789093
    1.0000000000     0.1094395527     0.7483338313     7.6455929892    28.3599203991
    1.0000000000    -0.0151786475     0.6205238917     7.1897310781    28.2628616841
    1.0000000000    -0.0197634915     0.6627426448     7.2893143326    28.1989209779
    1.0000000000    -0.1551115240     0.5587186474     6.6946845559    28.2057675392
    1.0000000000     0.0578211828     0.7430530633     7.4945201212    28.3031008909
    1.0000000000    -0.0019010681     0.8253820141     7.1903540119    28.2785157072
    1.0000000000     0.9502996131     0.5967200169     6.0871948173    28.1746499588
    1.0000000000     0.9484583383     0.5960299030     6.0878867168    28.1694894931
    1.0000000000     0.9502789781     0.6053086191     6.0835428877    28.1079962866
    1.0000000000     0.9477451157     0.6145022577     6.0863198176    28.1007006660
    1.0000000000     0.9713785093     0.3330306006     6.0461146131    28.1163199096
    1.0000000000     0.9628375343     0.8805717527     6.0570329219    28.0601926267
    1.0000000000     0.9619369293     0.9478185249     6.0589517317    27.9740777364
    1.0000000000     0.9628392894     0.9533476700     6.0559742730    27.9967720486
    1.0000000000     0.9711823963     0.3497187198     6.0434688804    28.0510966345
    1.0000000000     0.9640722741     0.9753158449     6.0651104800    27.8893166407
    1.0000000000     0.2014265310    -0.6503898030     7.6812958275    28.3760735927
    1.0000000000     0.2090741632    -0.6721779676     7.6494097593    28.3327737500
    1.0000000000    -0.0956559871    -0.0063544760     6.6547779835    28.6681003555
    1.0000000000    -0.1012323321    -0.0340634807     6.5830707183    28.6590202350
    1.0000000000     0.0336682000     0.2820927320     7.1650937867    28.7022568262
    1.0000000000    -0.0820071065    -0.1243021922     6.6747662894    28.6106459522
    1.0000000000    -0.0788102378    -0.0352566326     6.6355146920    28.5910104540
    1.0000000000     0.1065635187     0.8667975986     7.4157238658    28.8090413814
    1.0000000000     0.1281446699     0.8159879782     7.3993082458    28.7065104165
    1.0000000000     0.0910393586     0.8071125489     7.3273555693    28.7724677583
    1.0000000000     0.1177778599     0.8235655058     7.3766488885    28.7857488689
    1.0000000000    -0.0041040177     0.6423128574     6.9980390876    28.9484568687
    1.0000000000     0.1812571291     0.7265845018     7.0344451847    28.8539984993
    1.0000000000    -0.0260447520     0.6332051390     6.9558011906    28.7653041705
    1.0000000000     0.1746353757     0.8958387209     7.3042047583    28.8530059747
    1.0000000000     0.0162880926     0.7446267096     7.2002815009    28.6969787682
    1.0000000000     0.2472649076     0.5864638495     7.2935012476    29.0362429636
    1.0000000000     0.3351995853     0.4698542688     7.1566613014    28.4441931829
    1.0000000000    -0.1021952860     0.3566205272     6.9239738430    28.6983460162
    1.0000000000     0.5534791298     0.2095807894     6.7301815898    26.4190860220
    1.0000000000     0.9491855203     0.3233165501     6.0545152964    28.9099553180
    1.0000000000     0.9469642378     0.3215397666     6.0561341376    28.8974283974
    1.0000000000     0.9493407262     0.3513442043     6.0526190079    28.8518322521
    1.0000000000     0.9468344404     0.3502463681     6.0551693006    28.8353592704
    1.0000000000     0.9643655627     0.6107033607     6.0256627112    28.8825773441
    1.0000000000     0.9798890537     0.1689948764     6.0474841756    28.6774190267
