    1.0000000000     0.1577669280     0.1750327732     0.8203166582    -1.5936285685     3.9937231869     3.2992366384    28.2736642690     5.5686201994     1.2380682501     1.7514407767     1.7551692045     2.8751040080     1.4697762156     2.9104415450
    1.0000000000     0.1605328607     0.1740336960     0.8146226312    -1.6239613833     3.9942362117     3.2863527051    28.2748945545     5.5428786115     1.2338498109     1.7540937495     1.7583939654     2.8646449122     1.4785478091     2.9104697528
    1.0000000000    -0.1184223550     0.4275843350     0.7949506904    -1.2325082676     2.8848695911     3.2961768765    28.2975738609     5.5475219070     1.2328624790     1.7083530094     1.2583969274     2.9186042345     2.1484066632     2.7333766865
    1.0000000000    -0.1159716913     0.4650386967     0.7932756795    -1.2008042033     2.9145998340     3.3046241988    28.3077852131     5.5474620533     1.2320130785     1.7022919952     1.1788775436     2.9280916246     2.1670633415     2.7916624166
    1.0000000000    -0.0041572232     0.5445675231     0.8045441178    -0.9656568524     3.3480702391     3.2855907437    28.2530796166     5.5825663115     1.2426155366     1.6812387150     1.0119892996     2.9423739408     2.4766638102     2.6451186978
    1.0000000000    -0.1106942884     0.4561277754     0.8061930612    -1.2434523997     2.9396201028     3.2663881516    28.2237938727     5.5659997856     1.2424509922     1.7006083951     1.1901729404     2.9093627181     2.1255187126     2.8318862417
    1.0000000000    -0.1221338074     0.4716563472     0.7975430014    -1.2089991465     2.8768139783     3.2598970619    28.2358977615     5.5392267974     1.2371303513     1.6999863174     1.1610447829     2.9049875004     2.1827390927     2.8141119554
    1.0000000000     0.0394505437     0.5699784469     0.7679593500    -0.5071266580     3.5234378294     3.3724645360    28.4419697876     5.5519889171     1.2219624977     1.6801054939     0.9671363488     2.9900993608     2.4788713478     2.6618249510
    1.0000000000     0.1078095347     0.6082541369     0.7779229675    -0.6258249545     3.8563385467     3.3628223176    28.3930207516     5.5584113980     1.2266771979     1.6673533632     0.9797455654     2.9905804672     2.3349451259     2.8006982805
    1.0000000000     0.0150441412     0.5561441903     0.7757177680    -0.5121345464     3.4332177396     3.3661530636    28.4182593616     5.5655747612     1.2262512611     1.6826364702     0.9753674375     2.9843814167     2.4547242079     2.6766392065
    1.0000000000     0.0882014409     0.6370164098     0.7734371248    -0.6624779179     3.7770985616     3.3553876713    28.3883492104     5.5466631013     1.2250727141     1.6622901645     0.9288994840     2.9906541309     2.4213807712     2.7717027354
    1.0000000000    -0.0946735318     0.4829155594     0.8051250431    -0.4683077387     2.9958878565     3.3512104776    28.3413777398     5.6264653629     1.2427603198     1.6890496684     1.1294370397     2.9728157966     2.2191041090     2.7468330665
    1.0000000000     0.0498610905     0.5013520302     0.8023068186    -0.4895331177     3.5741102269     3.3545016211    28.3484248642     5.6193611397     1.2408874960     1.6856885726     1.0864559449     2.9762333436     2.3910739426     2.6196607002
    1.0000000000    -0.0773243965     0.4501475876     0.8160844173    -0.5082130236     3.0727697905     3.3499999963    28.3140206807     5.6502665617     1.2489090995     1.6925736666     1.1900180403     2.9685350237     2.2065006772     2.6934634927
    1.0000000000     0.0819460758     0.6338406809     0.7734706237    -0.4712406002     3.7150962092     3.3558086878    28.3981897958     5.5559877999     1.2264504621     1.6695068364     0.8210999855     2.9879290289     2.5991663110     2.6958473761
    1.0000000000    -0.0172735794     0.5030162728     0.7997455430    -0.5173064360     3.3387768751     3.3592735085    28.3498299355     5.6153850087     1.2401631314     1.6826989209     1.1025255506     2.9782316517     2.3213745162     2.6750062291
    1.0000000000    -0.1020996668     0.3099757183     0.8602111149    -0.6284073808     3.0701328890     3.3748447008    28.2295009610     5.7555223243     1.2728848937     1.7047689868     1.4807120999     2.9639709569     2.0638797221     2.5137833406
    1.0000000000    -0.0807585421     0.3154309618     0.8656453186    -0.6132518151     3.1559681773     3.3658861118    28.2021280329     5.7664158651     1.2770205845     1.7019855469     1.4564042190     2.9612052119     2.0799774943     2.5234069434
    1.0000000000     0.0660338327     0.6441944338     0.7903307580    -0.5720513282     3.6896031948     3.3256291879    28.3162883618     5.5869433134     1.2379802401     1.6616641130     0.8676456832     2.9807733447     2.6379711303     2.6139654887
    1.0000000000    -0.0229776966     0.4796529795     0.8725821765    -0.5431658190     3.4234658272     3.3458858006    28.1371687991     5.7890666559     1.2860175452     1.6655965435     1.1687237222     2.9851328406     2.6279447839     2.2665845645
    1.0000000000    -0.0582554001     0.5784659273     0.8647332866    -0.6503449626     3.2980637221     3.3329020931    28.1043022836     5.7683008756     1.2852916555     1.6476540074     1.0045013298     2.9870433932     2.8937064462     2.1818031680
    1.0000000000    -0.0187984793     0.3680420964     0.8456001609    -0.5175906956     3.3709662844     3.3659730113    28.2472916397     5.7261046855     1.2669396321     1.6950136671     1.3630168454     2.9691529834     2.1126592575     2.5932176146
    1.0000000000     0.0204775686     0.5668496377     0.7787901492    -0.6143502421     3.4708052130     3.3430945166    28.3694033171     5.5613942772     1.2293683087     1.6688022536     1.0386485415     2.9815763792     2.4479321481     2.6336723689
    1.0000000000     0.0390900893     0.5822461478     0.8007580317    -0.5677351559     3.5918007532     3.3451980077    28.2949789093     5.6241149370     1.2456289492     1.6565203331     1.0610498817     2.9906458037     2.5906433081     2.4555117243
    1.0000000000     0.1094395527     0.5236011268     0.7819634000    -0.5572306955     3.8265165663     3.3500863154    28.3599203991     5.5810116971     1.2330284112     1.6642255183     1.2083717329     2.9886939532     2.3569801702     2.5487002143
    1.0000000000    -0.0151786475     0.4351510273     0.8219154562    -0.6365425918     3.3485202816     3.3287461889    28.2628616841     5.6553522259     1.2538714919     1.6885934123     1.2801220899     2.9583086218     2.1763042871     2.6428000970
    1.0000000000    -0.0197634915     0.3922709009     0.8568878178    -0.5864160739     3.3874872721     3.3497682237    28.1989209779     5.7436208243     1.2737262889     1.6854281715     1.3048044966     2.9694572544     2.3596400768     2.4069437119
    1.0000000000    -0.1551115240     0.3579721586     0.8545137506    -0.6537672618     2.8190789935     3.3338537965    28.2057675392     5.7138304772     1.2683975229     1.6957208905     1.4036676003     2.9524867613     2.1222771907     2.5574500343
    1.0000000000     0.0578211828     0.4679204457     0.8077139184    -0.5325813008     3.6462502152     3.3475885268    28.3031008909     5.6411894724     1.2480818434     1.6739950776     1.2401153306     2.9800848409     2.3124758234     2.5452470842
    1.0000000000    -0.0019010681     0.6545888820     0.7885888009    -0.6177956689     3.4025066059     3.3009789570    28.2785157072     5.5886277595     1.2413705603     1.6495639115     0.8769687586     2.9811679287     2.7449258300     2.5060030109
    1.0000000000     0.9502996131     0.4573612419     0.8622268757    -0.7228681007     2.1645953586     3.3573088222    28.1746499588     5.7534871450     1.2780342883     1.6852486013     1.0400550407     2.9670423339     2.0338204549     2.9957992808
    1.0000000000     0.9484583383     0.4658266364     0.8616759601    -0.7314726936     2.1716946657     3.3526075821    28.1694894931     5.7467795615     1.2774382980     1.6833937190     1.0404897978     2.9652262543     2.0357716292     2.9976803016
    1.0000000000     0.9502789781     0.4423889820     0.8728270983    -0.7099074613     2.1665487687     3.3321082534    28.1079962866     5.7818105170     1.2884013007     1.6771499692     1.0919508309     2.9623506286     2.0386614435     2.9414858272
    1.0000000000     0.9477451157     0.4622317527     0.8714120273    -0.7191415223     2.1775445357     3.3260201040    28.1007006660     5.7713208579     1.2874360501     1.6744663964     1.0622989115     2.9595909896     2.0413309848     2.9748766677
    1.0000000000     0.9713785093     0.1005202473     0.9063643788    -0.6738540254     2.0686973804     3.3740107352    28.1163199096     5.8744793160     1.3015228343     1.7011320817     1.9369045602     2.9672364627     2.0332658546     2.0599382064
    1.0000000000     0.9628375343     0.4354849757     0.8917484185    -0.4466616416     2.1051714612     3.3327489648    28.0601926267     5.8671813075     1.3058846903     1.6659742274     1.0271886015     2.9839442695     3.0155203902     2.0014878212
    1.0000000000     0.9619369293     0.4449078508     0.9005942221    -0.3976835480     2.1115403626     3.3008971345    27.9740777364     5.9011519228     1.3191274018     1.6498357901     1.0299309918     2.9831991208     3.0160275886     2.0018791069
    1.0000000000     0.9628392894     0.4376193774     0.8983659598    -0.3826376672     2.1107340061     3.3070392228    27.9967720486     5.8923710675     1.3155857743     1.6569715838     1.0266435609     2.9800013584     3.0192724364     2.0015252861
    1.0000000000     0.9711823963     0.0914387331     0.9153197644    -0.6570397776     2.0707603149     3.3488449318    28.0510966345     5.9029987935     1.3119043117     1.6920771598     1.9668028540     2.9638155247     2.0366999219     2.0287002279
    1.0000000000     0.9640722741     0.4553504329     0.9133787436    -0.3934133316     2.1123680524     3.2797797443    27.8893166407     5.9414804401     1.3330176875     1.6356347199     1.0300550574     2.9828153487     3.0165215263     2.0019556603
    1.0000000000     0.2014265310     0.2200844806     0.7274388761    -1.5979131597     3.9228488210     3.3225147953    28.3760735927     5.4992978615     1.2177157808     1.8023615441     1.7064864928     2.8355206648     1.5184646204     2.9194508971
    1.0000000000     0.2090741632     0.2261852473     0.7233724456    -1.6217356605     3.9126969357     3.2946992319    28.3327737500     5.4948602787     1.2207614726     1.8021248914     1.7054667624     2.8205882001     1.5322008840     2.9188577895
    1.0000000000    -0.0956559871     0.4881215190     0.7308766091    -1.2253526041     2.9260260099     3.3951415693    28.6681003555     5.3199420837     1.1643741918     1.7343418278     1.2004944680     2.9388866697     2.1381835605     2.8237192822
    1.0000000000    -0.1012323321     0.4717853016     0.7499362393    -1.2557850217     2.8681471105     3.3793110839    28.6590202350     5.2984481461     1.1624019389     1.7280455511     1.2717121427     2.9355708604     2.1205337282     2.7817357786
    1.0000000000     0.0336682000     0.5450306542     0.7181496235    -0.9810875458     3.4480498269     3.3937149233    28.7022568262     5.3063822744     1.1594054887     1.7320174841     1.0157331535     2.9463250955     2.4609381610     2.6855806172
    1.0000000000    -0.0820071065     0.4342881273     0.7146510597    -1.2732413792     2.9717356803     3.3592509278    28.6106459522     5.3330559844     1.1710961238     1.7580092305     1.2052499647     2.9000677088     2.1359672171     2.8296097551
    1.0000000000    -0.0788102378     0.4750115770     0.7117271758    -1.2219953854     2.9524472890     3.3407557281    28.5910104540     5.3158410659     1.1700664306     1.7500904651     1.1547922042     2.8961542391     2.2189093870     2.8099872739
    1.0000000000     0.1065635187     0.6711370740     0.7930899275    -0.5974294028     3.6448822736     3.4572023577    28.8090413814     5.2469103020     1.1435414994     1.6370357601     1.0335294390     3.0574276338     2.3653842555     2.7630814122
    1.0000000000     0.1281446699     0.8319796851     0.8007539980    -0.8167457049     3.7041354301     3.3689384565    28.7065104165     5.1978711166     1.1450257537     1.6040782797     0.8002927091     3.0435842953     2.6428852896     2.7641336726
    1.0000000000     0.0910393586     0.7290737490     0.8003235753    -0.7222847753     3.5990013307     3.4123473350    28.7724677583     5.2111941811     1.1414310556     1.6294856108     0.9351251719     3.0425974808     2.5001913443     2.7511693366
    1.0000000000     0.1177778599     0.7782269058     0.8004967087    -0.7551581087     3.6702837176     3.3989582160    28.7857488689     5.1679217551     1.1338860380     1.6120233937     0.8798247318     3.0507414710     2.5252998129     2.7982245526
    1.0000000000    -0.0041040177     0.4900967520     0.8819820190    -0.7297659135     3.2460406223     3.4415613334    28.9484568687     5.0978996211     1.1144367852     1.6549635703     1.2690591177     3.0380558399     2.1327471650     2.7907375219
    1.0000000000     0.1812571291     0.7860346226     0.7597385980    -0.8191887189     3.3384419964     3.3957257720    28.8539984993     5.0688311189     1.1154664553     1.5295090265     0.9374017759     3.1237645445     2.6087464933     2.6851117045
    1.0000000000    -0.0260447520     0.4713416512     0.7995869910    -0.6377235032     3.1710284681     3.4388213661    28.7653041705     5.3075961073     1.1578767657     1.7073432161     1.2426523489     2.9915926089     2.1911713769     2.7093636835
    1.0000000000     0.1746353757     0.8593727962     0.7166604307    -0.6801945059     3.5803516229     3.4509005318    28.8530059747     5.1667520151     1.1258748032     1.5512433151     0.7681303754     3.1318613332     2.6672159717     2.7556742014
    1.0000000000     0.0162880926     0.5663134463     0.7792518647    -0.6009386014     3.4096910513     3.4381997955    28.6969787682     5.3575918261     1.1695925886     1.6905431316     1.1112928048     3.0019246691     2.3415668597     2.6850799462
    1.0000000000     0.2472649076     0.6309555554     0.7779365533    -0.8224282593     3.4772411014     3.5294911764    29.0362429636     5.0515232838     1.0992317994     1.4638047529     1.2632156178     3.2431773922     2.0867024384     2.8438679993
    1.0000000000     0.3351995853     0.6389003444     0.6226495581    -0.7916956337     3.3522789433     3.3418795028    28.4441931829     5.3984970191     1.2023700997     1.5420981113     1.1562592495     3.0826403430     2.1767360633     2.8398961332
    1.0000000000    -0.1021952860     0.2547657753     0.7589310503    -0.6570762985     3.0335351607     3.5041014594    28.6983460162     5.4968728503     1.1910626849     1.7805518826     1.4915514088     2.9556735531     2.0556321706     2.5255282999
    1.0000000000     0.5534791298     0.5119531775     0.4263639582    -0.7287363464     2.9020761939     2.6847103667    26.4190860220     6.4757664293     1.5495655169     1.7903784758     0.9811084252     2.5244296752     2.2746046493     2.8799132577
    1.0000000000     0.9491855203     0.3808788846     0.6910900120    -0.7486523465     2.1850772643     3.5659875503    28.9099553180     5.3653196021     1.1515181507     1.8012428322     1.0492623821     2.9610586002     2.0401092868     2.9968087480
    1.0000000000     0.9469642378     0.3894414185     0.6911264154    -0.7590280673     2.1935586450     3.5579687371    28.8974283974     5.3622482249     1.1520889522     1.7982238884     1.0509819622     2.9589538809     2.0423263116     2.9974250047
    1.0000000000     0.9493407262     0.3750438492     0.7066528764    -0.7303525214     2.1888771009     3.5431208604    28.8518322521     5.3873281115     1.1601776149     1.7936260687     1.0657774498     2.9564395390     2.0449695367     2.9790097909
    1.0000000000     0.9468344404     0.3858533592     0.7067620743    -0.7423690654     2.1986311362     3.5340092930    28.8353592704     5.3846273477     1.1611136120     1.7901022051     1.0625392125     2.9537083509     2.0478702505     2.9846663690
    1.0000000000     0.9643655627     0.3429876091     0.7213320159    -0.4536162644     2.1199025445     3.5733984258    28.8825773441     5.4382108823     1.1659286261     1.7947403124     1.0373227221     2.9813152592     3.0181599851     2.0025330951
    1.0000000000     0.9798890537     0.0816432314     0.7898720297    -0.7025203848     2.0708729700     3.5614064765    28.6774190267     5.5932465352     1.2074712139     1.7987731789     1.9702018952     2.9619370057     2.0391643720     2.0224523342
    1.0000000000     0.9615923395     0.3569430096     0.7295753137    -0.4105163941     2.1304194751     3.5488714849    28.8326342601     5.4521410868     1.1724914577     1.7843551962     1.0406643482     2.9797401332     3.0194243327     2.0033245320
    1.0000000000     0.9635610202     0.3424922112     0.7370933173    -0.4015767932     2.1271743254     3.5499629546    28.8209029248     5.4609964451     1.1750675680     1.7846162519     1.0370821420     2.9782101828     3.0210058555     2.0040179999
    1.0000000000     0.9799363671     0.0843842864     0.8053168380    -0.6827336089     2.0742027695     3.5343344802    28.6047854185     5.6239695547     1.2188024806     1.7881573339     1.9744422781     2.9584167770     2.0428551212     2.0173260092
    1.0000000000     0.9647875718     0.3562639155     0.7487633036    -0.4035078898     2.1289273869     3.5421210842    28.7793407394     5.4797461619     1.1817772101     1.7718586430     1.0403782363     2.9833458582     3.0162963560     2.0063436962
    1.0000000000     0.9550410350     0.5747309110     1.0484473604    -0.9511684535     2.1687426190     3.4469144065    28.1874227720     5.7115049179     1.2696968487     1.4521657374     1.2433224818     3.1984529555     2.7987840208     2.0375779558
    1.0000000000     0.8981961516     0.5752513570     1.4734371195    -0.8336902155     2.3612929059     3.9111283579    29.1826758105     4.9687191939     1.0853908375     0.8837901633     1.0510407137     3.8665689541     2.1257668085     2.9874425228
    1.0000000000     0.8934103784     0.5795814525     1.4564571214    -0.8680143768     2.3828451595     3.8780075937    29.1706887471     4.9514708100     1.0841736724     0.9145630679     1.0574016373     3.8254964763     2.1671199914     2.9512451548
    1.0000000000     0.9629349033     0.4720825945     0.8164175311    -0.2934993856     2.1342361234     3.4002838317    28.3994833710     5.6616592883     1.2442711401     1.7159480191     1.0416196034     2.9775315296     2.0226301941     2.9979995137
    1.0000000000     0.9611046133     0.4832538533     0.8159482984    -0.3002720362     2.1418712282     3.3934685116    28.3933711394     5.6556483057     1.2438188047     1.7133249696     1.0431354109     2.9764067266     2.0237907666     2.9995233216
    1.0000000000     0.9603338894     0.4705651043     0.8256860822    -0.3215868512     2.1439484111     3.3738994722    28.3374602849     5.6823414349     1.2528574915     1.7076999915     1.0599829025     2.9723371947     2.0278822080     2.9792402118
    1.0000000000     0.9579004290     0.4821162766     0.8252556599    -0.3331651950     2.1542649001     3.3653150245    28.3309986873     5.6736061407     1.2520158650     1.7048976144     1.0596179811     2.9704527413     2.0306679872     2.9823478109
    1.0000000000     0.9294852185     0.4947226576     1.4767722698    -0.4649920020     2.2471217481     3.9600584750    29.0500442912     5.1596670869     1.1241473629     0.8724828026     1.0553728060     3.8931562153     3.0459904108     2.0088504024
    1.0000000000     0.9841127917     0.0831889775     0.8682631311    -0.2730336863     2.0333631555     3.4428779731    28.3728322285     5.7781228993     1.2645513238     1.7299387536     1.9672337308     2.9891011207     2.0284246324     2.0207504386
    1.0000000000     0.9772782889     0.4463820713     0.8450258101    -0.0048446172     2.0746761402     3.4149750214    28.3246358611     5.7657033878     1.2673066518     1.6988378734     1.0306910016     3.0021418156     2.9976208145     2.0034018431
    1.0000000000     0.9465550312     0.0838410904     1.3992253714    -0.6388369399     2.1583781687     3.8535710747    28.9311849606     5.3001150508     1.1554123372     1.0669637879     1.7781169731     3.7015961447     2.2900913224     2.0078194346
